"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"WAS","08-09","82","3660.33","3793","3110","683","54.95","62.17","50.98","2772","2297","475","54.69","45.44","37.65","1997","1684","313","54.25","32.73","27.6","151","136","15","52.61","2.48","2.23","153.87","128.73","25.14","54.45","2.52","2.11","337","310","-27","5.52","5.08","7.56","91.92","5.45","94.08","5.55","94.4","-0.1","-0.32","99.49","99.95","-0.46"
"VAN","08-09","81","3536.45","2951","3019","-68","49.43","50.07","51.22","2242","2331","-89","49.03","38.04","39.55","1615","1661","-46","49.3","27.4","28.18","149","115","34","56.44","2.53","1.95","126.11","126.15","-0.04","49.99","2.14","2.14","385","392","7","6.53","6.65","9.23","93.08","6.65","95.07","5.62","94.59","1.02","0.48","102.3","100.21","2.09"
"TOR","08-09","81","3705.77","3577","3542","35","50.25","57.92","57.35","2678","2623","55","50.52","43.36","42.47","1874","1797","77","51.05","30.34","29.1","155","176","-21","46.83","2.51","2.85","143.21","148.1","-4.89","49.16","2.32","2.4","334","347","13","5.41","5.62","8.27","90.21","5.79","93.29","5.35","94.35","0.44","-1.06","98.48","99.7","-1.22"
"TBL","08-09","82","3581.3","2957","3243","-286","47.69","49.54","54.33","2248","2467","-219","47.68","37.66","41.33","1666","1826","-160","47.71","27.91","30.59","128","144","-16","47.06","2.14","2.41","119.75","128.15","-8.41","48.3","2.01","2.15","380","322","-58","6.37","5.39","7.68","92.11","5.69","94.16","5.33","94.81","0.37","-0.64","99.8","100.13","-0.34"
"STL","08-09","82","3611.33","2899","3147","-248","47.95","48.17","52.29","2294","2369","-75","49.2","38.11","39.36","1620","1669","-49","49.26","26.92","27.73","130","138","-8","48.51","2.16","2.29","120.99","123.76","-2.77","49.43","2.01","2.06","371","364","-7","6.16","6.05","8.02","91.73","5.67","94.17","5.27","94.78","0.39","-0.6","99.76","100.05","-0.29"
"SJS","08-09","82","3740.73","3469","2928","541","54.23","55.64","46.96","2658","2203","455","54.68","42.63","35.34","1944","1610","334","54.7","31.18","25.82","131","122","9","51.78","2.1","1.96","157.63","121.34","36.28","56.5","2.53","1.95","311","351","40","4.99","5.63","6.74","92.42","4.93","94.46","5.93","94.49","-1","-0.03","99.16","100.42","-1.26"
"PIT","08-09","82","3618.58","3120","3363","-243","48.13","51.73","55.76","2334","2428","-94","49.01","38.7","40.26","1681","1762","-81","48.82","27.87","29.22","164","134","30","55.03","2.72","2.22","122.84","124.43","-1.59","49.68","2.04","2.06","355","362","7","5.89","6","9.76","92.4","7.03","94.48","5.26","94.88","1.76","-0.39","102.15","100.14","2.01"
"PHI","08-09","82","3596.58","3198","3526","-328","47.56","53.35","58.82","2415","2589","-174","48.26","40.29","43.19","1778","1884","-106","48.55","29.66","31.43","152","152","--","50","2.54","2.54","132.19","143.32","-11.13","47.98","2.21","2.39","425","366","-59","7.09","6.11","8.55","91.93","6.29","94.13","5.47","94.46","0.82","-0.34","100.48","99.94","0.54"
"OTT","08-09","82","3665.18","3084","3186","-102","49.19","50.49","52.16","2312","2360","-48","49.49","37.85","38.63","1695","1712","-17","49.75","27.75","28.03","125","141","-16","46.99","2.05","2.31","127.83","130.25","-2.43","49.53","2.09","2.13","344","346","2","5.63","5.66","7.37","91.76","5.41","94.03","5.53","94.48","-0.12","-0.46","99.14","100.01","-0.87"
"NYR","08-09","82","3622.17","3518","3161","357","52.67","58.27","52.36","2661","2427","234","52.3","44.08","40.2","1914","1746","168","52.3","31.7","28.92","124","139","-15","47.15","2.05","2.3","158.97","147.02","11.95","51.95","2.63","2.44","347","355","8","5.75","5.88","6.48","92.04","4.66","94.27","5.97","93.94","-1.31","0.33","98.52","99.92","-1.4"
"NYI","08-09","82","3665.53","3244","3870","-626","45.6","53.1","63.35","2336","2797","-461","45.51","38.24","45.78","1727","1992","-265","46.44","28.27","32.61","117","170","-53","40.77","1.92","2.78","130.37","156.44","-26.08","45.45","2.13","2.56","348","326","-22","5.7","5.34","6.77","91.47","5.01","93.92","5.58","94.41","-0.57","-0.48","98.24","99.99","-1.75"
"NSH","08-09","82","3709.65","3137","3251","-114","49.11","50.74","52.58","2426","2541","-115","48.84","39.24","41.1","1747","1832","-85","48.81","28.26","29.63","132","139","-7","48.71","2.13","2.25","133.15","143.74","-10.59","48.09","2.15","2.32","319","299","-20","5.16","4.84","7.56","92.41","5.44","94.53","5.49","94.34","-0.05","0.19","99.97","99.83","0.14"
"NJD","08-09","82","3749.88","3425","3096","329","52.52","54.8","49.54","2624","2372","252","52.52","41.99","37.95","1948","1779","169","52.27","31.17","28.46","147","122","25","54.65","2.35","1.95","141.34","122.98","18.36","53.47","2.26","1.97","341","333","-8","5.46","5.33","7.55","93.14","5.6","94.86","5.39","94.82","0.22","0.04","100.69","100.2","0.49"
"MON","08-09","82","3595.47","3240","3527","-287","47.88","54.07","58.86","2343","2603","-260","47.37","39.1","43.44","1717","1903","-186","47.43","28.65","31.76","142","148","-6","48.97","2.37","2.47","129.78","145.42","-15.64","47.16","2.17","2.43","350","370","20","5.84","6.17","8.27","92.22","6.06","94.31","5.54","94.41","0.52","-0.1","100.49","99.95","0.54"
"MIN","08-09","82","3764.37","3011","3372","-361","47.17","47.99","53.75","2284","2570","-286","47.05","36.4","40.96","1626","1863","-237","46.6","25.92","29.69","122","136","-14","47.29","1.94","2.17","107.54","122.23","-14.7","46.8","1.71","1.95","278","290","12","4.43","4.62","7.5","92.7","5.34","94.71","4.71","95.24","0.63","-0.54","100.2","99.95","0.25"
"LAK","08-09","82","3599.65","3184","3097","87","50.69","53.07","51.62","2430","2349","81","50.85","40.5","39.15","1658","1656","2","50.03","27.64","27.6","114","135","-21","45.78","1.9","2.25","127.4","120.77","6.63","51.34","2.12","2.01","376","359","-17","6.27","5.98","6.88","91.85","4.69","94.25","5.24","94.86","-0.55","-0.61","98.72","100.1","-1.38"
"FLA","08-09","82","3768.73","3259","3723","-464","46.68","51.88","59.27","2461","2917","-456","45.76","39.18","46.44","1800","2156","-356","45.5","28.66","34.32","153","145","8","51.34","2.44","2.31","133.3","152.13","-18.83","46.7","2.12","2.42","276","289","13","4.39","4.6","8.5","93.27","6.22","95.03","5.42","94.78","0.8","0.24","101.77","100.2","1.57"
"EDM","08-09","82","3655.32","3154","3470","-316","47.61","51.77","56.96","2358","2647","-289","47.11","38.71","43.45","1687","1916","-229","46.82","27.69","31.45","148","145","3","50.51","2.43","2.38","135.79","145.46","-9.67","48.28","2.23","2.39","345","350","5","5.66","5.75","8.77","92.43","6.28","94.52","5.76","94.5","0.52","0.02","101.21","100.26","0.94"
"DET","08-09","81","3663.17","3652","2720","932","57.31","59.82","44.55","2830","2214","616","56.11","46.35","36.26","2104","1631","473","56.33","34.46","26.71","169","139","30","54.87","2.77","2.28","138.86","125.31","13.55","52.56","2.27","2.05","281","300","19","4.6","4.91","8.03","91.48","5.97","93.72","4.91","94.34","1.06","-0.62","99.51","99.25","0.26"
"DAL","08-09","82","3640.98","3057","3071","-14","49.89","50.38","50.61","2386","2352","34","50.36","39.32","38.76","1662","1683","-21","49.69","27.39","27.73","147","157","-10","48.36","2.42","2.59","126.05","130.27","-4.22","49.18","2.08","2.15","356","347","-9","5.87","5.72","8.84","90.67","6.16","93.32","5.28","94.46","0.88","-1.14","99.52","99.74","-0.23"
"COL","08-09","82","3746.78","3102","3543","-441","46.68","49.67","56.74","2355","2554","-199","47.97","37.71","40.9","1744","1783","-39","49.45","27.93","28.55","123","165","-42","42.71","1.97","2.64","124.85","136.58","-11.73","47.76","2","2.19","304","324","20","4.87","5.19","7.05","90.75","5.22","93.54","5.3","94.65","-0.08","-1.11","97.8","99.95","-2.16"
"CHI","08-09","82","3646.73","3286","2655","631","55.31","54.06","43.68","2606","2125","481","55.08","42.88","34.96","1960","1635","325","54.52","32.25","26.9","146","124","22","54.07","2.4","2.04","141.25","122.22","19.03","53.61","2.32","2.01","335","368","33","5.51","6.05","7.45","92.42","5.6","94.16","5.42","94.25","0.18","-0.08","99.86","99.67","0.2"
"CAL","08-09","81","3562.4","3600","2858","742","55.74","60.63","48.14","2695","2321","374","53.73","45.39","39.09","1928","1678","250","53.47","32.47","28.26","160","150","10","51.61","2.69","2.53","143.77","125.1","18.67","53.47","2.42","2.11","382","378","-4","6.43","6.37","8.3","91.06","5.94","93.54","5.33","94.61","0.6","-1.07","99.36","99.94","-0.59"
"CBJ","08-09","82","3683.35","3101","2859","242","52.03","50.51","46.57","2371","2147","224","52.48","38.62","34.97","1754","1575","179","52.69","28.57","25.66","151","131","20","53.55","2.46","2.13","127.02","114.97","12.05","52.49","2.07","1.87","353","338","-15","5.75","5.51","8.61","91.68","6.37","93.9","5.36","94.65","1.01","-0.75","100.29","100","0.29"
"CAR","08-09","82","3645.27","3641","3344","297","52.13","59.93","55.04","2728","2467","261","52.51","44.9","40.61","1943","1738","205","52.78","31.98","28.61","133","136","-3","49.44","2.19","2.24","149.21","145.48","3.73","50.63","2.46","2.39","264","344","80","4.35","5.66","6.85","92.17","4.88","94.49","5.47","94.1","-0.59","0.38","99.02","99.57","-0.55"
"BUF","08-09","82","3609.13","3163","3259","-96","49.25","52.58","54.18","2431","2490","-59","49.4","40.41","41.39","1818","1823","-5","49.93","30.22","30.31","149","145","4","50.68","2.48","2.41","131.47","125.4","6.07","51.18","2.19","2.08","332","353","21","5.52","5.87","8.2","92.05","6.13","94.18","5.41","94.96","0.72","-0.79","100.24","100.37","-0.13"
"BOS","08-09","81","3737.65","3306","3237","69","50.53","53.07","51.96","2495","2467","28","50.28","40.05","39.6","1817","1860","-43","49.42","29.17","29.86","165","112","53","59.57","2.65","1.8","139.16","134.5","4.66","50.85","2.23","2.16","309","319","10","4.96","5.12","9.08","93.98","6.61","95.46","5.58","94.55","1.04","0.91","103.06","100.13","2.93"
"ARI","08-09","81","3733.4","3044","3639","-595","45.55","48.92","58.48","2287","2733","-446","45.56","36.75","43.92","1659","1938","-279","46.12","26.66","31.15","126","158","-32","44.37","2.02","2.54","116.34","136.89","-20.55","45.94","1.87","2.2","321","351","30","5.16","5.64","7.59","91.85","5.51","94.22","5.09","94.99","0.42","-0.77","99.44","100.08","-0.64"
"ANA","08-09","82","3645.18","3060","2945","115","50.96","50.37","48.47","2436","2388","48","50.5","40.1","39.31","1726","1714","12","50.17","28.41","28.21","145","130","15","52.73","2.39","2.14","134.92","129.12","5.8","51.1","2.22","2.13","407","337","-70","6.7","5.55","8.4","92.42","5.95","94.56","5.54","94.59","0.41","-0.04","100.82","100.13","0.68"
"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"WAS","10-11","82","3825.4","3643","3478","165","51.16","57.14","54.55","2612","2511","101","50.99","40.97","39.38","1884","1787","97","51.32","29.55","28.03","143","132","11","52","2.24","2.07","142.22","132.53","9.69","51.76","2.23","2.08","297","261","-36","4.66","4.09","7.59","92.61","5.47","94.74","5.44","94.72","0.03","0.02","100.2","100.17","0.04"
"VAN","10-11","82","3806.85","3674","3354","320","52.28","57.91","52.86","2738","2517","221","52.1","43.15","39.67","1968","1850","118","51.55","31.02","29.16","162","123","39","56.84","2.55","1.94","147.74","144.45","3.29","50.56","2.33","2.28","301","284","-17","4.74","4.48","8.23","93.35","5.92","95.11","5.4","94.26","0.52","0.85","101.58","99.66","1.93"
"TOR","10-11","82","3812.37","3568","3901","-333","47.77","56.15","61.39","2520","2837","-317","47.04","39.66","44.65","1774","1982","-208","47.23","27.92","31.19","149","158","-9","48.53","2.35","2.49","132.79","149.94","-17.15","46.97","2.09","2.36","295","311","16","4.64","4.89","8.4","92.03","5.91","94.43","5.27","94.71","0.64","-0.28","100.43","99.98","0.44"
"TBL","10-11","82","3753.95","3568","3310","258","51.88","57.03","52.9","2694","2377","317","53.13","43.06","37.99","1957","1700","257","53.51","31.28","27.17","155","149","6","50.99","2.48","2.38","149.69","119.93","29.76","55.52","2.39","1.92","287","320","33","4.59","5.11","7.92","91.24","5.75","93.73","5.56","94.95","0.2","-1.22","99.16","100.51","-1.36"
"STL","10-11","82","3890.42","3643","3328","315","52.26","56.18","51.33","2728","2470","258","52.48","42.07","38.09","1917","1757","160","52.18","29.56","27.1","162","159","3","50.47","2.5","2.45","144.37","137.06","7.31","51.3","2.23","2.11","334","350","16","5.15","5.4","8.45","90.95","5.94","93.56","5.29","94.45","0.65","-0.89","99.4","99.74","-0.34"
"SJS","10-11","82","3908.6","3900","3388","512","53.51","59.87","52.01","2911","2494","417","53.86","44.69","38.28","2087","1813","274","53.51","32.04","27.83","153","130","23","54.06","2.35","2","170.73","134.12","36.6","56","2.62","2.06","279","297","18","4.28","4.56","7.33","92.83","5.26","94.79","5.86","94.62","-0.61","0.17","100.16","100.49","-0.33"
"PIT","10-11","82","3713.62","3587","3208","379","52.79","57.95","51.83","2632","2390","242","52.41","42.52","38.61","1923","1736","187","52.56","31.07","28.05","145","127","18","53.31","2.34","2.05","135.91","128.36","7.55","51.43","2.2","2.07","400","389","-11","6.46","6.28","7.54","92.68","5.51","94.69","5.16","94.63","0.35","0.06","100.22","99.79","0.43"
"PHI","10-11","82","3775.75","3579","3695","-116","49.2","56.87","58.72","2669","2680","-11","49.9","42.41","42.59","1973","1903","70","50.9","31.35","30.24","172","141","31","54.95","2.73","2.24","157.45","151.57","5.88","50.95","2.5","2.41","317","303","-14","5.04","4.81","8.72","92.59","6.44","94.74","5.9","94.34","0.55","0.39","101.31","100.24","1.06"
"OTT","10-11","82","3867.18","3439","3452","-13","49.91","53.36","53.56","2564","2602","-38","49.63","39.78","40.37","1875","1894","-19","49.75","29.09","29.39","125","172","-47","42.09","1.94","2.67","138.59","145.06","-6.47","48.86","2.15","2.25","325","301","-24","5.04","4.67","6.67","90.92","4.88","93.39","5.41","94.43","-0.53","-1.04","97.59","99.83","-2.24"
"NYR","10-11","82","3829.83","3432","3552","-120","49.14","53.77","55.65","2592","2557","35","50.34","40.61","40.06","1859","1867","-8","49.89","29.12","29.25","149","136","13","52.28","2.33","2.13","170.82","149.77","21.05","53.28","2.68","2.35","325","343","18","5.09","5.37","8.02","92.72","5.75","94.68","6.59","94.14","-0.84","0.54","100.73","100.73","--"
"NYI","10-11","82","3786.73","3362","3924","-562","46.14","53.27","62.17","2453","2833","-380","46.41","38.87","44.89","1772","1992","-220","47.08","28.08","31.56","138","175","-37","44.09","2.19","2.77","144.28","177.03","-32.75","44.9","2.29","2.8","378","344","-34","5.99","5.45","7.79","91.21","5.63","93.82","5.88","93.75","-0.26","0.07","99","99.63","-0.63"
"NSH","10-11","82","3900.23","3341","3458","-117","49.14","51.4","53.2","2510","2669","-159","48.46","38.61","41.06","1861","1966","-105","48.63","28.63","30.24","152","130","22","53.9","2.34","2","144.22","141.04","3.18","50.56","2.22","2.17","242","235","-7","3.72","3.62","8.17","93.39","6.06","95.13","5.75","94.72","0.31","0.41","101.56","100.46","1.09"
"NJD","10-11","82","3967.53","3249","2987","262","52.1","49.13","45.17","2494","2288","206","52.15","37.72","34.6","1855","1705","150","52.11","28.05","25.78","117","148","-31","44.15","1.77","2.24","132.69","124.78","7.92","51.54","2.01","1.89","247","249","2","3.74","3.77","6.31","91.32","4.69","93.53","5.32","94.55","-0.63","-1.02","97.63","99.87","-2.24"
"MON","10-11","82","3778.95","3740","3513","227","51.56","59.38","55.78","2761","2546","215","52.03","43.84","40.42","1983","1869","114","51.48","31.48","29.67","135","135","--","50","2.14","2.14","141.73","142.43","-0.7","49.88","2.25","2.26","324","314","-10","5.14","4.99","6.81","92.78","4.89","94.7","5.13","94.41","-0.24","0.29","99.58","99.54","0.05"
"MIN","10-11","82","3827.33","3012","3644","-632","45.25","47.22","57.13","2248","2774","-526","44.76","35.24","43.49","1597","1980","-383","44.65","25.04","31.04","125","147","-22","45.96","1.96","2.3","114.31","139.26","-24.96","45.08","1.79","2.18","296","285","-11","4.64","4.47","7.83","92.58","5.56","94.7","5.08","94.98","0.48","-0.28","100.4","100.06","0.34"
"LAK","10-11","82","3854.7","3548","3325","223","51.62","55.23","51.76","2617","2505","112","51.09","40.73","38.99","1794","1773","21","50.29","27.92","27.6","148","135","13","52.3","2.3","2.1","136.52","125.12","11.39","52.18","2.12","1.95","293","291","-2","4.56","4.53","8.25","92.39","5.66","94.61","5.22","95.01","0.44","-0.39","100.64","100.22","0.41"
"FLA","10-11","82","3912.43","3650","3607","43","50.3","55.98","55.32","2721","2732","-11","49.9","41.73","41.9","1964","1998","-34","49.57","30.12","30.64","140","160","-20","46.67","2.15","2.45","143.36","134.92","8.44","51.52","2.2","2.07","232","249","17","3.56","3.82","7.13","91.99","5.15","94.14","5.27","95.06","-0.12","-0.92","99.12","100.33","-1.21"
"EDM","10-11","82","3770.83","3146","3640","-494","46.36","50.06","57.92","2263","2698","-435","45.62","36.01","42.93","1628","1921","-293","45.87","25.9","30.57","122","169","-47","41.92","1.94","2.69","129.43","162.08","-32.65","44.4","2.06","2.58","341","331","-10","5.43","5.27","7.49","91.2","5.39","93.74","5.72","93.99","-0.33","-0.26","98.7","99.71","-1.02"
"DET","10-11","82","3854.52","3807","3348","459","53.21","59.26","52.12","2941","2640","301","52.7","45.78","41.09","2088","1939","149","51.85","32.5","30.18","165","164","1","50.15","2.57","2.55","155.03","142.25","12.78","52.15","2.41","2.21","261","248","-13","4.06","3.86","7.9","91.54","5.61","93.79","5.27","94.61","0.34","-0.82","99.44","99.88","-0.44"
"DAL","10-11","82","3794.58","3228","3497","-269","48","51.04","55.29","2385","2615","-230","47.7","37.71","41.35","1632","1877","-245","46.51","25.81","29.68","143","141","2","50.35","2.26","2.23","122.41","136.43","-14.02","47.29","1.94","2.16","313","349","36","4.95","5.52","8.76","92.49","6","94.61","5.13","94.78","0.86","-0.17","101.25","99.92","1.34"
"COL","10-11","82","3844.35","3280","3655","-375","47.3","51.19","57.04","2486","2744","-258","47.53","38.8","42.83","1829","1977","-148","48.06","28.55","30.86","145","172","-27","45.74","2.26","2.68","143.52","145.1","-1.59","49.73","2.24","2.26","305","281","-24","4.76","4.39","7.93","91.3","5.83","93.73","5.77","94.71","0.06","-0.98","99.23","100.48","-1.26"
"CHI","10-11","82","3955.85","3704","3314","390","52.78","56.18","50.26","2789","2445","344","53.29","42.3","37.08","2073","1806","267","53.44","31.44","27.39","167","144","23","53.7","2.53","2.18","145.6","136.08","9.52","51.69","2.21","2.06","239","277","38","3.63","4.2","8.06","92.03","5.99","94.11","5.22","94.43","0.77","-0.32","100.08","99.65","0.43"
"CAL","10-11","82","3819.17","3591","3339","252","51.82","56.42","52.46","2673","2405","268","52.64","41.99","37.78","1891","1727","164","52.27","29.71","27.13","160","145","15","52.46","2.51","2.28","138.8","122.58","16.21","53.1","2.18","1.93","264","288","24","4.15","4.52","8.46","91.6","5.99","93.97","5.19","94.9","0.79","-0.93","100.07","100.1","-0.03"
"CBJ","10-11","82","3775.22","3412","3286","126","50.94","54.23","52.22","2554","2462","92","50.92","40.59","39.13","1845","1807","38","50.52","29.32","28.72","138","158","-20","46.62","2.19","2.51","134.66","134.5","0.15","50.03","2.14","2.14","346","321","-25","5.5","5.1","7.48","91.26","5.4","93.58","5.27","94.54","0.13","-0.95","98.74","99.81","-1.07"
"CAR","10-11","82","3737","3696","3842","-146","49.03","59.34","61.69","2650","2917","-267","47.6","42.55","46.83","1856","2044","-188","47.59","29.8","32.82","149","155","-6","49.01","2.39","2.49","153.16","165.71","-12.54","48.03","2.46","2.66","257","331","74","4.13","5.31","8.03","92.42","5.62","94.69","5.78","94.32","-0.16","0.37","100.44","100.1","0.35"
"BUF","10-11","82","3853.65","3597","3538","59","50.41","56","55.09","2729","2648","81","50.75","42.49","41.23","2059","1900","159","52.01","32.06","29.58","161","143","18","52.96","2.51","2.23","150.07","138.61","11.46","51.99","2.34","2.16","305","289","-16","4.75","4.5","7.82","92.47","5.9","94.6","5.5","94.77","0.4","-0.17","100.29","100.26","0.03"
"BOS","10-11","82","3935.87","3886","3777","109","50.71","59.24","57.58","2853","2840","13","50.11","43.49","43.29","2115","2101","14","50.17","32.24","32.03","176","124","52","58.67","2.68","1.89","148.85","152.56","-3.71","49.38","2.27","2.33","310","315","5","4.73","4.8","8.32","94.1","6.17","95.63","5.22","94.63","0.95","1.01","102.42","99.85","2.57"
"ARI","10-11","82","3863.82","3646","3608","38","50.26","56.62","56.03","2748","2808","-60","49.46","42.67","43.6","1943","1973","-30","49.62","30.17","30.64","156","132","24","54.17","2.42","2.05","140.67","148.69","-8.02","48.61","2.18","2.31","277","272","-5","4.3","4.22","8.03","93.31","5.68","95.3","5.12","94.7","0.56","0.59","101.34","99.82","1.51"
"ANA","10-11","82","3852.9","3024","3794","-770","44.35","47.09","59.08","2358","2872","-514","45.09","36.72","44.72","1702","2002","-300","45.95","26.5","31.18","134","154","-20","46.53","2.09","2.4","123.02","156.05","-33.03","44.08","1.92","2.43","336","309","-27","5.23","4.81","7.87","92.31","5.68","94.64","5.22","94.57","0.47","0.07","100.18","99.78","0.4"
"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"WAS","07-08","81","3592.3","3508","2799","709","55.62","58.59","46.75","2594","2103","491","55.23","43.33","35.13","1848","1544","304","54.48","30.87","25.79","140","132","8","51.47","2.34","2.2","145.66","118.93","26.73","55.05","2.43","1.99","307","310","3","5.13","5.18","7.58","91.45","5.4","93.72","5.62","94.34","-0.22","-0.62","99.03","99.96","-0.93"
"VAN","07-08","82","3494.45","2767","2961","-194","48.31","47.51","50.84","2132","2271","-139","48.42","36.61","38.99","1504","1607","-103","48.34","25.82","27.59","118","122","-4","49.17","2.03","2.09","114.38","121.67","-7.3","48.45","1.96","2.09","363","378","15","6.23","6.49","7.85","92.41","5.53","94.63","5.36","94.64","0.17","-0.01","100.25","100.01","0.25"
"TOR","07-08","78","3342.17","3122","2926","196","51.62","56.05","52.53","2373","2214","159","51.73","42.6","39.75","1671","1537","134","52.09","30","27.59","140","139","1","50.18","2.51","2.5","132.37","127.33","5.04","50.97","2.38","2.29","289","304","15","5.19","5.46","8.38","90.96","5.9","93.72","5.58","94.25","0.32","-0.53","99.33","99.83","-0.49"
"TBL","07-08","79","3630.55","3018","3083","-65","49.47","49.88","50.95","2291","2287","4","50.04","37.86","37.8","1667","1645","22","50.33","27.55","27.19","132","166","-34","44.3","2.18","2.74","117.85","122.72","-4.87","48.99","1.95","2.03","291","270","-21","4.81","4.46","7.92","89.91","5.76","92.74","5.14","94.63","0.62","-1.89","97.83","99.78","-1.95"
"STL","07-08","81","3561.23","2703","2999","-296","47.4","45.54","50.53","2159","2289","-130","48.54","36.38","38.57","1568","1599","-31","49.51","26.42","26.94","134","141","-7","48.73","2.26","2.38","116.6","126.29","-9.69","48.01","1.96","2.13","350","348","-2","5.9","5.86","8.55","91.18","6.21","93.84","5.4","94.48","0.81","-0.64","99.73","99.88","-0.16"
"SJS","07-08","81","3519.37","2991","2569","422","53.79","50.99","43.8","2318","1889","429","55.1","39.52","32.2","1666","1348","318","55.28","28.4","22.98","132","114","18","53.66","2.25","1.94","132.55","102.31","30.24","56.44","2.26","1.74","305","336","31","5.2","5.73","7.92","91.54","5.69","93.97","5.72","94.58","-0.02","-0.62","99.47","100.3","-0.84"
"PIT","07-08","79","3397.83","2685","3201","-516","45.62","47.41","56.52","2086","2396","-310","46.54","36.84","42.31","1506","1706","-200","46.89","26.59","30.13","135","112","23","54.66","2.38","1.98","121.96","123.2","-1.23","49.75","2.15","2.18","336","352","16","5.93","6.22","8.96","93.43","6.47","95.33","5.85","94.86","0.63","0.47","102.4","100.7","1.69"
"PHI","07-08","80","3352.95","2800","3159","-359","46.99","50.11","56.53","2100","2365","-265","47.03","37.58","42.32","1544","1752","-208","46.84","27.63","31.35","121","133","-12","47.64","2.17","2.38","121.14","131.9","-10.76","47.87","2.17","2.36","410","399","-11","7.34","7.14","7.84","92.41","5.76","94.38","5.77","94.42","-0.01","-0.05","100.25","100.19","0.05"
"OTT","07-08","75","3296.22","2963","2839","124","51.07","53.93","51.68","2213","2182","31","50.35","40.28","39.72","1628","1595","33","50.51","29.63","29.03","160","131","29","54.98","2.91","2.38","128.41","125.13","3.29","50.65","2.34","2.28","350","278","-72","6.37","5.06","9.83","91.79","7.23","94","5.8","94.27","1.43","-0.27","101.61","100.07","1.55"
"NYR","07-08","80","3529.07","3166","2709","457","53.89","53.83","46.06","2461","2010","451","55.04","41.84","34.17","1763","1462","301","54.67","29.97","24.86","126","107","19","54.08","2.14","1.82","143.55","122.95","20.59","53.86","2.44","2.09","316","343","27","5.37","5.83","7.15","92.68","5.12","94.68","5.83","93.88","-0.71","0.79","99.83","99.72","0.11"
"NYI","07-08","77","3376.98","3062","3009","53","50.44","54.4","53.46","2249","2269","-20","49.78","39.96","40.31","1665","1629","36","50.55","29.58","28.94","112","124","-12","47.46","1.99","2.2","130.07","131.93","-1.86","49.64","2.31","2.34","320","289","-31","5.69","5.13","6.73","92.39","4.98","94.54","5.78","94.19","-0.8","0.35","99.11","99.97","-0.85"
"NSH","07-08","81","3513","3000","2935","65","50.55","51.24","50.13","2339","2316","23","50.25","39.95","39.56","1700","1742","-42","49.39","29.04","29.75","141","140","1","50.18","2.41","2.39","137.31","124.51","12.81","52.45","2.35","2.13","304","327","23","5.19","5.58","8.29","91.96","6.03","93.96","5.87","94.62","0.16","-0.67","100.26","100.49","-0.24"
"NJD","07-08","80","3454.7","2852","2583","269","52.47","49.53","44.86","2165","1996","169","52.03","37.6","34.67","1549","1486","63","51.04","26.9","25.81","109","109","--","50","1.89","1.89","118.11","110.31","7.8","51.71","2.05","1.92","300","314","14","5.21","5.45","7.04","92.66","5.03","94.54","5.46","94.47","-0.42","0.07","99.7","99.93","-0.23"
"MON","07-08","77","3320.5","2822","3312","-490","46.01","50.99","59.85","2055","2385","-330","46.28","37.13","43.1","1462","1707","-245","46.13","26.42","30.84","125","127","-2","49.6","2.26","2.29","112.2","131.06","-18.86","46.12","2.03","2.37","270","301","31","4.88","5.44","8.55","92.56","6.08","94.68","5.46","94.5","0.62","0.17","101.11","99.96","1.15"
"MIN","07-08","80","3507.03","2846","2986","-140","48.8","48.69","51.09","2142","2348","-206","47.71","36.65","40.17","1499","1718","-219","46.6","25.65","29.39","123","133","-10","48.05","2.1","2.28","100.22","116.77","-16.55","46.19","1.71","2","299","301","2","5.12","5.15","8.21","92.26","5.74","94.34","4.68","95.03","1.06","-0.69","100.46","99.71","0.76"
